GEOID,INDUSTRY_CODE,SOURCE_NAICS,ESTABLISHMENTS,EMPLOYMENT,EMPLOYMENT_NOISE_FLAG,FIRST_QUARTER_PAYROLL_THOUSANDS,FIRST_QUARTER_PAYROLL_NOISE_FLAG,ANNUAL_PAYROLL_THOUSANDS,ANNUAL_PAYROLL_NOISE_FLAG
51660,62,62----,201,2946,G,35011,G,150645,G
51660,71,71----,30,264,G,1261,G,5887,G
51660,72,72----,222,5332,G,27433,G,115828,G
51660,81,81----,213,1084,H,10285,H,40086,G
51670,TOTAL,------,396,5277,G,72230,G,297392,G
51670,22,22----,3,64,J,2793,J,8800,J
51670,23,23----,26,269,G,3745,G,15244,H
51670,31,31----,17,1478,J,33521,J,136797,J
51670,42,42----,9,101,H,1704,G,7672,G
51670,44,44----,69,616,G,4217,G,18280,G
51670,48,48----,8,11,J,50,G,243,H
51670,52,52----,14,78,H,886,G,3828,G
51670,53,53----,15,47,H,438,G,1766,G
51670,54,54----,32,131,J,1854,H,6448,G
51670,56,56----,21,194,H,1866,G,8956,G
51670,61,61----,9,107,J,677,J,2583,J
51670,62,62----,53,1089,H,14948,H,62645,H
51670,71,71----,3,12,J,48,G,197,G
51670,72,72----,48,748,G,3457,G,15304,G
51670,81,81----,67,326,G,1955,G,8347,G
51678,TOTAL,------,253,4728,H,48265,H,197688,H
51678,23,23----,7,88,H,1154,J,4080,H
51678,44,44----,37,384,G,3035,G,12475,G
51678,51,51----,4,33,J,273,G,1141,G
51678,52,52----,19,116,H,2212,H,7967,H
51678,53,53----,10,28,G,420,H,1762,H
51678,54,54----,25,100,G,1116,G,5011,G
51678,61,61----,5,2178,J,22979,J,93714,J
51678,62,62----,40,752,H,9585,H,38873,H
51678,71,71----,4,19,J,224,J,934,J
51678,72,72----,51,742,H,4560,G,20015,G
51678,81,81----,45,257,H,2530,H,10978,H
51680,TOTAL,------,2251,57019,G,734653,G,3048278,G
51680,22,22----,5,90,J,2452,J,9165,J
51680,23,23----,139,1915,G,28097,G,122604,G
51680,31,31----,75,7089,G,122522,G,487711,G
51680,42,42----,82,1043,G,15730,G,64779,G
51680,44,44----,339,6212,H,47499,H,186785,H
51680,48,48----,44,1099,G,14893,G,62920,G
51680,51,51----,39,528,H,6665,G,24074,G
51680,52,52----,150,2045,H,56281,G,181842,G
51680,53,53----,128,467,G,5481,G,22448,G
51680,54,54----,209,2481,H,62668,H,241803,H
51680,55,55----,22,944,J,20930,J,89994,J
51680,56,56----,97,1627,H,13613,H,56996,H
51680,61,61----,37,12209,H,109308,H,545913,H
51680,62,62----,281,10771,H,183800,H,760482,H
51680,71,71----,48,694,H,3078,H,13684,H
51680,72,72----,271,6013,G,28166,G,119019,G
51680,81,81----,283,1791,G,13466,G,58031,G
51683,TOTAL,------,1506,17903,G,274680,G,1143638,G
51683,23,23----,253,1765,G,28883,G,127417,G
51683,31,31----,33,1330,H,33789,H,128600,H
51683,42,42----,44,432,H,9179,H,34530,H
51683,44,44----,150,2125,G,24947,G,106996,G
51683,48,48----,46,437,H,8065,G,35085,G
51683,51,51----,20,216,G,6196,H,26978,H
51683,52,52----,58,360,G,7541,G,30789,G
51683,53,53----,52,234,G,3264,G,15034,G
51683,54,54----,204,1628,G,38074,G,157735,G
51683,55,55----,6,148,H,3095,H,14651,H
51683,56,56----,90,1388,H,18685,H,75957,H
51683,61,61----,28,288,G,2394,G,10660,G
51683,62,62----,179,3945,H,62912,H,267346,H
51683,71,71----,15,213,G,1080,G,4161,G
51683,72,72----,137,2061,G,12066,G,49576,G
51683,81,81----,189,1333,G,14510,G,58119,G
51685,TOTAL,------,337,3201,G,45795,G,202314,G
51685,23,23----,109,1288,G,18999,G,81608,G
51685,31,31----,12,163,H,1810,H,7665,J
51685,42,42----,20,262,H,5867,H,25419,H
51685,44,44----,24,177,H,1608,G,6230,G
51685,48,48----,13,83,H,1029,G,4275,G
51685,51,51----,5,23,H,432,H,1837,J
51685,52,52----,7,17,J,263,H,1060,H
51685,53,53----,11,71,H,1334,G,5677,G
51685,54,54----,24,172,G,2170,G,9782,G
51685,56,56----,33,414,G,6551,H,32698,G
51685,62,62----,9,130,H,1239,H,5294,H
51685,71,71----,4,6,J,29,G,119,G
51685,72,72----,13,120,G,767,H,3286,H
51685,81,81----,51,177,H,2018,G,8899,G
51690,TOTAL,------,511,9013,G,91545,G,358341,G
51690,23,23----,14,105,G,1034,G,4075,G
51690,31,31----,19,1670,J,18833,J,73684,J
51690,42,42----,15,89,J,1303,G,5295,G
51690,44,44----,71,1357,G,10080,G,38466,G
51690,48,48----,9,395,H,4155,H,13921,H
51690,51,51----,12,94,G,1221,H,4996,H
51690,52,52----,37,181,H,3767,H,13312,G
51690,53,53----,21,72,J,897,G,3581,G
51690,54,54----,48,349,H,4722,H,16403,H
51690,55,55----,3,77,H,3712,G,10768,H
51690,56,56----,21,1077,G,8913,G,36742,G
51690,62,62----,115,2328,G,26461,G,109520,G
51690,71,71----,7,111,H,332,H,1566,H
51690,72,72----,44,714,G,3222,G,13123,G
51690,81,81----,70,340,G,2273,H,9862,H
51700,TOTAL,------,3788,94131,G,1573777,G,6353499,G
51700,11,11----,6,9,J,92,G,439,G
51700,23,23----,302,2848,G,45351,G,196887,G
51700,31,31----,89,28490,J,669578,J,2305679,J
51700,42,42----,112,2303,G,48258,G,196957,G
51700,44,44----,593,9407,G,77564,G,300519,G
51700,48,48----,95,1346,G,22301,G,86604,G
51700,51,51----,46,860,J,21299,J,73513,J
51700,52,52----,205,1701,G,37100,G,132708,G
51700,53,53----,281,1570,G,21024,G,81034,G
51700,54,54----,323,5329,G,103254,G,431154,G
51700,55,55----,13,5837,J,96526,J,820753,J
51700,56,56----,222,4683,G,54102,G,234174,G
51700,61,61----,54,1504,G,22043,G,86130,G
51700,62,62----,485,15795,H,282050,H,1103638,H
51700,71,71----,49,915,G,5043,G,23000,G
51700,72,72----,437,8486,G,41760,G,174135,G
51700,81,81----,469,2887,G,22397,G,92380,G
51700,99,99----,5,7,G,32,H,124,G
51710,TOTAL,------,5398,109272,G,1687046,G,6768612,G
51710,23,23----,369,4985,G,80351,G,347145,G
51710,31,31----,123,5797,G,93669,G,345859,G
51710,42,42----,186,3458,G,57038,G,228595,G
51710,44,44----,763,11353,G,89860,G,350267,G
51710,48,48----,222,8197,H,162451,H,655079,H
51710,51,51----,123,1604,G,33532,G,130305,G
51710,52,52----,265,4403,G,127631,G,431566,H
51710,53,53----,344,4475,G,81474,G,308543,G
51710,54,54----,621,10651,G,208477,G,904178,G
51710,55,55----,38,2798,H,86508,H,370186,H
51710,56,56----,245,10233,G,154425,G,570246,G
51710,61,61----,68,1833,G,18903,G,79681,G
51710,62,62----,701,21434,H,364943,H,1506921,H
51710,71,71----,72,1563,G,10460,G,46401,G
51710,72,72----,643,11703,G,64743,G,271771,G
51710,81,81----,609,4532,G,45232,G,198198,G
51710,99,99----,3,4,G,18,J,90,H
51720,TOTAL,------,191,3952,G,60474,G,229111,G
51720,21,21----,4,652,J,17349,J,70516,J
51720,23,23----,4,58,G,483,G,1932,G
51720,31,31----,7,661,J,13220,J,38654,J
51720,42,42----,7,148,H,2366,H,12188,H
51720,44,44----,34,796,H,7159,H,26032,G
51720,51,51----,8,45,H,681,G,2359,G
51720,52,52----,14,66,J,1177,H,4282,H
51720,53,53----,4,26,G,205,H,886,H
51720,54,54----,11,79,J,851,J,3409,J
51720,56,56----,3,11,J,53,G,205,G
51720,62,62----,50,794,H,12314,J,50384,J
51720,72,72----,24,376,G,1622,G,6392,G
51720,81,81----,17,62,G,526,G,2227,G
51730,TOTAL,------,707,11824,H,158391,H,643651,H
51730,22,22----,3,83,J,2423,J,8715,J
51730,23,23----,37,1105,G,19505,G,85927,H
51730,31,31----,26,1187,H,19527,G,80059,H
51730,42,42----,21,305,G,5577,G,22737,G
51730,44,44----,136,2723,H,28088,H,113686,H
51730,48,48----,21,239,G,2816,G,11725,G
51730,51,51----,7,20,J,224,J,844,J
51730,52,52----,27,120,J,1934,H,7303,H
51730,53,53----,30,155,G,2359,H,9733,H
51730,54,54----,31,102,H,1296,H,5469,H
51730,56,56----,20,642,G,6572,H,28616,H
51730,61,61----,4,45,H,296,J,830,J
51730,62,62----,147,3653,H,57737,H,225777,H
51730,71,71----,9,106,H,429,G,1955,G
51730,72,72----,77,685,G,3228,G,14768,G
51730,81,81----,107,623,H,5561,H,22367,H
51735,TOTAL,------,223,1285,G,10355,G,46381,G
51735,23,23----,47,185,G,2235,G,9648,G
51735,31,31----,3,6,G,59,H,252,H
51735,42,42----,3,15,J,181,J,1003,J
51735,44,44----,21,243,G,1416,H,5853,H
51735,52,52----,9,22,H,274,G,1448,G
51735,53,53----,15,22,J,243,H,1256,H
51735,54,54----,19,57,J,624,H,2989,H
51735,56,56----,23,114,G,865,H,3774,H
51735,62,62----,18,158,H,2081,H,9118,H
51735,72,72----,25,305,G,1416,G,6940,G
51735,81,81----,34,142,G,835,G,3627,G
51740,TOTAL,------,1597,25089,G,334912,H,1377924,H
51740,23,23----,142,1834,G,29088,G,126457,G
51740,31,31----,50,1359,G,23710,G,105005,G
51740,42,42----,42,524,G,8060,G,33034,G
51740,44,44----,258,3154,G,22738,G,89999,G
51740,48,48----,89,1783,H,35373,H,151649,H
51740,51,51----,12,278,J,4724,J,17806,J
51740,52,52----,51,307,G,4208,G,15561,G
51740,53,53----,83,369,G,3919,G,16873,G
51740,54,54----,123,1204,G,22733,G,88101,G
51740,55,55----,4,89,J,1524,J,6122,J
51740,56,56----,86,1859,G,22032,G,87074,G
51740,61,61----,9,221,H,1378,H,5425,H
51740,62,62----,228,6606,H,112499,J,452335,H
51740,71,71----,27,1141,J,13183,J,58298,J
51740,72,72----,171,2653,G,12423,G,53457,G
51740,81,81----,217,1674,G,16142,G,66849,G
51750,TOTAL,------,289,3907,G,48554,G,187215,G
51750,23,23----,16,103,G,1421,H,5540,H
51750,31,31----,14,1299,H,23385,J,86096,H
51750,42,42----,10,30,J,635,H,2486,H
51750,44,44----,38,459,H,3564,H,14724,H
51750,48,48----,3,83,J,440,J,1729,J
51750,51,51----,5,6,J,112,J,739,J
51750,52,52----,21,105,G,3765,H,13266,H
51750,53,53----,24,101,H,935,H,3894,H
51750,54,54----,19,159,J,1952,H,8844,H
51750,56,56----,7,18,J,131,J,686,J
51750,62,62----,37,613,G,7507,G,30076,G
51750,71,71----,3,2,G,3,J,44,J
51750,72,72----,44,721,H,3230,H,12927,G
51750,81,81----,42,173,G,944,G,3860,H
51760,TOTAL,------,6530,129898,G,2700637,G,10105459,G
51760,11,11----,3,7,J,42,J,305,G
51760,22,22----,28,2692,J,139199,J,363466,J
51760,23,23----,430,5975,G,118731,G,467178,G
51760,31,31----,202,5393,G,110883,H,406212,H
51760,42,42----,289,4901,G,96122,G,391633,G
51760,44,44----,778,8329,G,69527,G,289340,G
51760,48,48----,149,5782,G,93860,G,380750,G
51760,51,51----,134,2903,H,95334,H,323612,H
51760,52,52----,374,10761,H,519194,G,1693997,G
51760,53,53----,407,3276,G,77857,H,278741,H
51760,54,54----,990,11067,G,351627,G,1348026,G
51760,55,55----,53,4256,H,141363,H,506533,H
51760,56,56----,294,8350,G,101715,G,399147,G
51760,61,61----,117,6092,H,86075,H,300365,H
51760,62,62----,631,26082,H,502790,H,2136236,H
51760,71,71----,144,2459,G,19495,G,86073,G
51760,72,72----,729,14388,G,93317,G,379503,G
51760,81,81----,760,7134,G,82659,G,350121,G
51760,99,99----,16,11,G,72,J,788,G
51770,TOTAL,------,3151,66628,G,1015757,G,3840448,G
51770,22,22----,8,367,J,11596,J,46734,J
51770,23,23----,204,3676,G,60511,G,244699,G
51770,31,31----,90,3908,G,61503,G,242145,G
51770,42,42----,154,2640,H,43943,H,174178,H
51770,44,44----,532,9155,G,77143,G,306513,G
51770,48,48----,103,3863,G,49738,G,196121,G
51770,51,51----,58,653,G,16005,G,54203,G
51770,52,52----,196,3499,G,108875,G,343878,G
51770,53,53----,171,933,G,12497,H,49987,H
51770,54,54----,308,2903,G,59270,G,233978,G
51770,55,55----,44,4779,H,138906,H,401151,H
51770,56,56----,140,3817,H,53382,G,202454,G
51770,61,61----,34,549,G,4409,G,18697,G
51770,62,62----,402,17008,H,262171,H,1094997,H
51770,71,71----,57,607,G,3725,G,16336,G
51770,72,72----,289,5829,G,32045,G,133074,G
51770,81,81----,357,2392,G,18716,G,76478,G
51775,TOTAL,------,994,19148,G,280710,H,1151292,H
51775,23,23----,72,927,G,12593,G,53788,G
51775,31,31----,50,2636,H,49350,H,187585,H
51775,42,42----,69,2336,G,40968,G,168038,G
51775,44,44----,133,1950,H,16297,H,66242,H
51775,48,48----,26,536,H,6021,G,24533,G
51775,51,51----,11,145,J,2317,H,9464,J
51775,52,52----,65,387,G,7173,G,26743,G
51775,53,53----,49,243,G,3276,H,14798,H
51775,54,54----,64,545,H,6466,H,27189,H
51775,55,55----,5,57,J,951,H,4148,H
51775,56,56----,40,664,H,5922,H,25087,H
51775,61,61----,11,820,G,7878,H,33916,H
51775,62,62----,148,5077,H,104417,H,437799,H
51775,71,71----,15,106,H,498,J,1621,H
51775,72,72----,95,1741,G,9223,G,39628,G
51775,81,81----,136,910,G,6310,G,25913,G
51790,TOTAL,------,760,10209,G,101479,H,425693,H
51790,22,22----,4,92,J,2760,J,8816,J
51790,23,23----,40,333,H,4322,H,18857,H
51790,31,31----,15,444,G,8756,G,39565,G
51790,42,42----,21,208,G,2544,H,11053,H
51790,44,44----,132,1791,G,14583,G,57934,G
51790,48,48----,18,452,J,6212,J,25362,J
51790,51,51----,15,87,J,994,J,4215,J
51790,52,52----,49,317,G,5609,G,21572,G
51790,53,53----,38,125,G,1440,G,6096,G
51790,54,54----,61,362,G,4893,G,23979,G
51790,55,55----,5,299,H,2699,J,11610,H
51790,56,56----,27,260,G,2080,G,8768,G
51790,61,61----,14,854,J,6144,J,24894,J
51790,62,62----,93,2292,H,25023,H,105396,H
51790,71,71----,15,288,H,1197,H,4919,H
51790,72,72----,85,1317,G,6641,G,29135,G
51790,81,81----,126,662,H,5206,G,22066,G
51800,TOTAL,------,1798,27824,G,334345,G,1428205,G
51800,11,11----,5,99,J,566,J,32450,J
51800,21,21----,4,19,J,227,H,1049,H
51800,22,22----,3,134,J,4031,J,13482,J
51800,23,23----,168,1915,G,27389,G,130084,G
51800,31,31----,49,2038,G,36000,G,144479,G
51800,42,42----,49,1153,H,23552,H,103887,H
51800,44,44----,233,4020,G,31397,G,119911,G
51800,48,48----,107,3351,G,28070,G,146182,G
51800,51,51----,21,195,G,2793,H,10001,H
51800,52,52----,83,934,J,26781,J,93706,J
51800,53,53----,101,292,G,4662,G,19517,G
51800,54,54----,122,1335,G,26716,G,105938,G
51800,55,55----,4,38,J,1900,H,5105,H
51800,56,56----,99,1712,G,15850,H,63223,H
51800,61,61----,18,509,G,4839,G,18953,G
51800,62,62----,281,4784,H,70320,H,298434,H
51800,71,71----,26,297,G,1431,G,5188,G
51800,72,72----,180,3608,G,18545,G,77880,G
51800,81,81----,244,1391,G,9276,G,38733,G
51810,TOTAL,------,11822,165136,G,2143778,G,8674275,G
51810,11,11----,13,18,G,135,J,745,H
51810,22,22----,6,340,G,10718,G,35863,G
51810,23,23----,1270,9525,G,151918,G,626909,G
51810,31,31----,214,7179,H,120272,H,454197,H
51810,42,42----,324,4325,G,81177,G,322013,G
51810,44,44----,1422,23149,G,190412,G,768085,G
51810,48,48----,276,3076,G,38896,G,150316,G
51810,51,51----,153,3899,H,65913,H,279001,H
51810,52,52----,691,13544,G,312399,G,1151223,G
51810,53,53----,891,5188,G,80448,G,318124,G
51810,54,54----,1466,15166,G,327181,G,1340574,G
51810,55,55----,57,3148,G,54416,H,209636,H
51810,56,56----,689,12721,G,116539,G,492803,G
51810,61,61----,168,3821,H,38131,G,163894,G
51810,62,62----,1337,21493,G,318903,G,1328316,G
51810,71,71----,228,3516,G,19724,G,93264,G
51810,72,72----,1365,27377,G,151789,G,665605,G
51810,81,81----,1236,7610,G,64494,G,271562,G
51810,99,99----,14,26,H,129,J,787,G
51820,TOTAL,------,620,8886,G,95834,G,388770,G
51820,23,23----,37,468,G,7297,G,31368,G
51820,31,31----,30,1277,G,18993,G,75661,G
51820,42,42----,16,221,H,3231,G,13678,H
51820,44,44----,119,2305,G,17055,G,68175,G
51820,48,48----,19,363,G,3864,G,16163,G
51820,51,51----,15,282,J,7562,J,29958,J
51820,52,52----,36,412,J,9062,J,32560,H
51820,53,53----,36,82,G,850,H,3359,G
51820,54,54----,43,357,G,4648,G,18909,G
51820,55,55----,5,45,H,927,G,3953,G
51820,56,56----,28,182,G,1241,H,5573,H
51820,61,61----,10,95,J,782,J,2969,J
51820,62,62----,48,634,G,6745,G,29317,G
51820,71,71----,12,152,H,744,G,3541,G
51820,72,72----,80,1506,G,7824,G,33463,G
51820,81,81----,86,505,G,5009,G,20123,G
51830,TOTAL,------,553,8937,G,86193,G,358761,G
51830,23,23----,15,92,H,1062,H,4619,H
51830,31,31----,5,57,J,476,H,1900,H
51830,42,42----,5,149,H,3464,H,13667,H
51830,44,44----,106,1488,G,10945,H,44956,G
51830,48,48----,6,16,J,93,J,405,H
51830,51,51----,7,19,J,413,J,1664,J
51830,52,52----,25,156,G,3103,G,11343,G
51830,53,53----,51,227,H,3548,G,14477,G
51830,54,54----,44,425,H,5897,H,23230,G
51830,55,55----,3,71,G,1358,H,5082,H
51830,56,56----,18,342,H,5680,J,22942,J
51830,61,61----,4,120,H,1212,H,5154,H
51830,62,62----,45,489,G,6122,G,26059,G
51830,71,71----,14,1182,J,14632,J,57434,J
51830,72,72----,154,3667,G,25314,G,113583,G
51830,81,81----,51,437,G,2874,G,12246,G
51840,TOTAL,------,1373,24157,G,316755,G,1297406,G
51840,23,23----,72,435,G,5863,H,26655,H
51840,31,31----,26,1505,G,22548,G,85723,G
51840,42,42----,35,499,H,8245,H,31490,H
51840,44,44----,260,4283,G,36070,G,143364,G
51840,48,48----,20,212,H,2707,H,10692,H
51840,51,51----,18,133,G,1866,G,8622,G
51840,52,52----,81,563,G,15463,G,53555,G
51840,53,53----,74,294,G,3412,G,14204,H
51840,54,54----,140,977,G,16373,G,69499,G
51840,55,55----,6,1363,H,35828,G,136348,G
51840,56,56----,49,817,J,7222,J,35322,J
51840,61,61----,26,1882,J,13052,J,57992,J
51840,62,62----,251,7286,H,124440,H,524369,H
51840,71,71----,17,248,G,1296,G,5620,H
51840,72,72----,144,2794,G,15648,G,66208,G
51840,81,81----,154,866,G,6722,G,27743,G
53001,TOTAL,------,401,4759,G,61522,G,268486,G
53001,11,11----,15,263,G,2194,G,18737,G
53001,22,22----,3,26,G,821,G,3165,G
53001,23,23----,26,104,H,1303,H,6013,H
53001,31,31----,15,1140,J,17424,J,70054,J
53001,42,42----,45,481,G,8519,H,39492,H
53001,44,44----,49,653,H,6295,H,25668,G
53001,48,48----,68,439,H,5111,H,22442,H
53001,51,51----,3,11,J,68,J,277,J
53001,52,52----,16,93,J,1409,G,5869,G
53001,53,53----,14,27,J,167,G,729,G
53001,54,54----,14,63,J,843,J,3865,J
53001,56,56----,7,17,J,186,H,844,H
53001,62,62----,34,868,H,13826,H,55940,J
53001,71,71----,3,15,G,93,H,500,H
53001,72,72----,36,394,G,2089,G,9447,G
53001,81,81----,52,164,G,1168,G,5420,G
53003,TOTAL,------,440,5374,G,63452,G,264632,G
53003,11,11----,3,8,G,47,G,720,J
53003,23,23----,61,532,G,7802,H,42846,H
53003,31,31----,21,445,H,5897,H,22971,H
53003,42,42----,20,120,H,3169,H,8767,H
53003,44,44----,42,1115,G,11036,H,42694,H
53003,48,48----,17,68,H,992,H,4570,H
53003,51,51----,9,51,J,575,G,2457,G
53003,52,52----,27,127,G,2438,G,9840,G
53003,53,53----,15,31,J,283,H,1197,J
53003,54,54----,34,270,G,2567,H,12011,H
53003,56,56----,21,92,H,766,H,3267,H
53003,61,61----,3,27,H,56,H,318,G
53003,62,62----,66,1504,H,20922,H,83896,H
53003,71,71----,8,103,H,638,H,2639,H
53003,72,72----,45,696,G,3954,G,16781,G
53003,81,81----,43,143,G,1110,G,4527,G
53005,TOTAL,------,4960,76642,G,1227589,G,5161564,G
53005,11,11----,20,271,H,2862,H,17409,H
53005,22,22----,8,195,G,5136,G,21375,G
53005,23,23----,712,8477,G,178960,G,734932,G
53005,31,31----,152,4346,H,83419,H,334008,H
53005,42,42----,161,2307,G,42428,G,168984,G
53005,44,44----,579,10561,G,90296,G,373649,G
53005,48,48----,119,1567,G,20696,G,90631,G
53005,51,51----,76,580,G,9827,G,35031,G
53005,52,52----,238,1941,H,42821,H,157121,H
53005,53,53----,342,1093,H,13736,G,58171,G
53005,54,54----,480,8836,H,225664,H,977688,H
53005,55,55----,20,746,H,20661,H,88254,H
53005,56,56----,256,8181,G,192046,G,835541,G
53005,61,61----,61,626,H,3487,H,14842,H
53005,62,62----,698,14171,G,206142,H,871545,H
53005,71,71----,83,1297,G,7460,H,32447,H
53005,72,72----,503,8420,G,53161,G,230556,G
53005,81,81----,445,2966,G,28248,G,115857,G
53005,99,99----,5,5,G,49,J,157,J
53007,TOTAL,------,2782,32779,G,425150,G,1843679,G
53007,11,11----,22,1911,H,17289,G,91182,H
53007,21,21----,4,53,J,953,J,4148,J
53007,22,22----,4,7,G,105,J,468,J
53007,23,23----,459,2827,H,55220,H,241796,H
53007,31,31----,117,1927,G,24825,G,103731,G
53007,42,42----,107,2657,G,36540,G,155891,G
53007,44,44----,338,4612,G,40998,G,174419,G
53007,48,48----,50,429,H,5380,G,23008,H
53007,51,51----,46,437,H,5937,G,23657,G
53007,52,52----,118,714,H,18433,H,62165,H
53007,53,53----,155,639,G,6434,G,29914,G
53007,54,54----,238,1234,G,20199,G,91295,G
53007,55,55----,3,108,H,4357,H,18655,H
53007,56,56----,165,911,G,8200,G,41710,G
53007,61,61----,36,238,G,1411,G,5852,G
53007,62,62----,248,6748,H,124467,H,535182,H
53007,71,71----,72,1093,G,7389,G,29063,G
53007,72,72----,344,4945,G,35398,G,161838,G
53007,81,81----,254,1283,G,11609,G,49691,G
53009,TOTAL,------,2114,18884,G,220205,G,944863,G
53009,11,11----,46,490,H,8649,H,37865,G
53009,21,21----,5,18,J,262,H,1210,H
53009,22,22----,9,29,H,281,G,1341,G
53009,23,23----,362,1335,G,17142,G,79204,G
53009,31,31----,75,1171,G,18095,G,74339,G
53009,42,42----,53,297,G,4835,G,17728,G
53009,44,44----,231,3629,G,34598,H,140468,G
53009,48,48----,62,514,G,7082,H,31761,G
53009,51,51----,28,136,H,1878,J,7913,J
53009,52,52----,82,541,H,12346,H,41852,H
53009,53,53----,114,256,H,2768,G,12665,G
53009,54,54----,173,684,G,8766,G,41873,G
53009,55,55----,6,171,J,2715,H,11815,H
53009,56,56----,132,969,H,10846,H,49233,H
53009,61,61----,25,146,G,1092,H,4645,H
53009,62,62----,230,4431,G,59804,H,258750,H
53009,71,71----,37,578,H,5495,H,24027,H
53009,72,72----,239,2625,G,15796,G,74973,G
53009,81,81----,198,853,G,7696,G,32974,G
53009,99,99----,7,11,J,59,G,227,G
53011,TOTAL,------,12552,159914,G,2588801,G,10664175,G
53011,11,11----,40,207,G,6939,H,23639,H
53011,21,21----,12,57,J,1634,H,8808,H
53011,22,22----,12,170,H,7055,H,19356,H
53011,23,23----,2066,20658,G,377387,G,1645548,G
53011,31,31----,426,15017,G,288512,G,1059033,G
53011,42,42----,575,8571,G,205625,G,847729,H
53011,44,44----,1072,19589,G,193272,G,797120,G
53011,48,48----,596,4712,G,77797,G,325347,G
53011,51,51----,215,3240,G,76005,G,286283,G
53011,52,52----,682,6194,G,206507,G,877797,H
53011,53,53----,753,2909,G,43502,G,187500,G
53011,54,54----,1459,9289,G,182019,G,741828,G
53011,55,55----,75,6719,H,163804,G,688075,G
53011,56,56----,724,8893,G,103603,G,439701,G
53011,61,61----,164,1941,G,14507,G,59159,G
53011,62,62----,1471,25741,G,439803,G,1805824,G
53011,71,71----,179,3420,G,30125,H,131960,H
53011,72,72----,918,16346,G,107984,G,453366,G
53011,81,81----,1099,6232,G,62680,G,265834,G
53011,99,99----,14,9,J,41,G,268,G
53013,TOTAL,------,107,903,G,10718,H,43535,H
53013,22,22----,5,17,G,549,H,2341,H
53013,23,23----,8,20,G,158,H,592,H
53013,31,31----,6,85,J,1521,J,4797,J
53013,42,42----,13,31,J,331,H,2005,H
53013,44,44----,15,133,J,992,H,4315,H
53013,51,51----,3,10,J,81,J,321,J
53013,52,52----,4,23,H,447,H,1534,H
53013,53,53----,4,8,G,48,H,187,H
53013,54,54----,6,29,J,180,G,758,G
53013,62,62----,8,267,H,4286,H,18310,H
53013,71,71----,5,137,J,646,J,1159,J
53013,72,72----,11,64,H,341,H,1615,G
53013,81,81----,11,44,H,577,G,2767,G
53015,TOTAL,------,2309,33796,G,486658,G,1977934,G
53015,11,11----,41,541,G,10884,G,45521,G
53015,21,21----,6,159,J,3027,J,14077,J
53015,22,22----,9,81,J,2029,J,9481,J
53015,23,23----,315,2646,G,52463,G,234713,G
53015,31,31----,125,7579,H,145971,H,581507,H
53015,42,42----,99,851,G,17241,G,67060,G
53015,44,44----,319,5267,G,48936,G,200078,G
53015,48,48----,103,1358,G,23568,G,90696,G
53015,51,51----,32,242,H,3535,H,13468,H
53015,52,52----,94,827,G,15947,G,61217,G
53015,53,53----,129,464,G,5449,G,22536,G
53015,54,54----,150,814,G,10532,G,47967,G
53015,55,55----,7,118,G,2929,H,10466,H
53015,56,56----,125,1944,H,20299,H,87568,H
53015,61,61----,24,279,H,1901,J,8938,J
53015,62,62----,240,5550,G,86231,H,332711,H
53015,71,71----,24,235,H,1267,G,5801,G
53015,72,72----,235,3476,G,20547,G,85745,G
53015,81,81----,231,1360,G,13889,G,58344,G
53017,TOTAL,------,854,8674,G,98957,G,427501,G
53017,11,11----,9,287,J,3547,H,17709,H
53017,23,23----,208,960,G,12808,G,65108,G
53017,31,31----,24,585,H,8737,G,35064,G
53017,42,42----,36,984,H,14232,G,57457,G
53017,44,44----,87,1843,H,17144,H,73279,H
53017,48,48----,45,194,G,2422,G,10487,G
53017,51,51----,18,256,J,5267,H,23238,H
53017,52,52----,31,156,G,2706,H,9990,H
53017,53,53----,51,111,J,1020,G,4789,G
53017,54,54----,47,183,H,2797,H,12229,H
53017,55,55----,4,36,J,1976,J,6028,H
53017,56,56----,61,655,H,4464,H,19543,G
53017,61,61----,9,38,H,247,H,1322,G
53017,62,62----,69,885,G,11172,G,45677,G
53017,71,71----,11,125,G,689,G,3612,H
53017,72,72----,69,1127,G,7538,G,32527,G
53017,81,81----,71,245,G,2148,G,9310,G
53019,TOTAL,------,145,855,G,10119,G,41429,G
53019,11,11----,15,56,G,732,G,3271,G
53019,23,23----,19,46,H,407,H,2234,G
53019,31,31----,7,124,J,1640,J,7361,H
53019,44,44----,20,141,H,1061,H,4471,H
53019,48,48----,4,9,J,43,H,232,H
53019,51,51----,3,18,J,131,H,494,H
53019,52,52----,5,24,J,231,J,898,J
53019,53,53----,6,11,J,88,J,377,J
53019,54,54----,9,20,J,112,J,570,H
53019,56,56----,5,24,H,154,H,1117,G
53019,62,62----,14,164,H,1969,H,8964,H
53019,72,72----,23,94,G,480,G,2743,G
53019,81,81----,11,39,H,343,H,1433,H
53021,TOTAL,------,1968,24069,G,306055,G,1296434,G
53021,11,11----,27,409,G,4233,G,27793,G
53021,22,22----,3,24,J,835,J,3116,J
53021,23,23----,380,2969,H,46682,H,195480,H
53021,31,31----,43,3604,G,45951,G,204701,G
53021,42,42----,138,2255,G,43776,G,171258,G
53021,44,44----,228,3870,G,44073,H,175692,H
53021,48,48----,166,2114,G,28205,G,121033,G
53021,51,51----,24,210,J,2594,H,11489,H
